证劵代码,证劵简称,交易日期,开盘价,最高价,最低价,收盘价,成交数量(股),
"06038-HKG","信越控股","2023-08-03","null","null","null","0.155","0",
"06049-HKG","保利物业","2023-08-03","41","43.35","40.6","42.45","945822",
"06055-HKG","中烟香港","2023-08-03","12.78","12.88","12.52","12.8","565000",
"06058-HKG","兴证国际","2023-08-03","null","null","null","0.145","0",
"06060-HKG","众安在线","2023-08-03","23.8","23.8","22.7","23.25","1657827",
"06063-HKG","智中国际","2023-08-03","null","null","null","0.06","0",
"06066-HKG","中信建投证券","2023-08-03","9.15","9.28","8.91","9.22","5414500",
"06068-HKG","光正教育","2023-08-03","0.168","0.168","0.168","0.168","10000",
"06069-HKG","盛业","2023-08-03","5.25","5.29","5.15","5.18","730500",
"06078-HKG","海吉亚医疗","2023-08-03","47.6","47.6","45.5","46.85","3312127",
"06080-HKG","荣智控股","2023-08-03","null","null","null","0.058","0",
"06083-HKG","环宇物流(亚洲)","2023-08-03","null","null","null","0.355","0",
"06088-HKG","FIT HON TENG","2023-08-03","1.31","1.32","1.28","1.31","4535500",
"06090-HKG","胜捷企业","2023-08-03","2.59","2.59","2.59","2.59","3000",
"06093-HKG","和泓服务","2023-08-03","3.38","3.38","3.3","3.32","42000",
"06098-HKG","碧桂园服务","2023-08-03","9.8","9.96","9.44","9.66","51336996",
"06099-HKG","招商证券","2023-08-03","7.71","7.88","7.65","7.87","2966476",
"06100-HKG","同道猎聘","2023-08-03","9.15","9.5","9.08","9.45","888568",
"06108-HKG","新锐医药","2023-08-03","0.06","0.061","0.06","0.061","960000",
"06110-HKG","滔搏","2023-08-03","6.95","7.18","6.86","7.15","4086840",
"06111-HKG","大发地产","2023-08-03","null","null","null","null","null",
"06113-HKG","UTS MARKETING","2023-08-03","null","null","null","0.81","0",
"06116-HKG","拉夏贝尔","2023-08-03","null","null","null","null","null",
"06117-HKG","日照港裕廊","2023-08-03","0.58","0.58","0.58","0.58","20000",
"06118-HKG","奥星生命科技","2023-08-03","2.88","2.92","2.81","2.9","98000",
"06119-HKG","天源集团","2023-08-03","0.42","0.475","0.41","0.41","6048000",
"06122-HKG","九台农商银行","2023-08-03","null","null","null","2.19","0",
"06123-HKG","圆通国际快递","2023-08-03","1.62","1.62","1.61","1.61","40000",
"06127-HKG","昭衍新药","2023-08-03","18.92","19.64","18.72","19.5","401682",
"06128-HKG","烯石电车新材料","2023-08-03","0.44","0.44","0.425","0.43","692000",
"06133-HKG","维太创科","2023-08-03","null","null","null","0.285","0",
"06136-HKG","康达环保","2023-08-03","0.4","0.4","0.38","0.385","166000",
"06138-HKG","哈尔滨银行","2023-08-03","0.25","0.255","0.249","0.249","4365000",
"06158-HKG","正荣地产","2023-08-03","0.111","0.115","0.11","0.11","4451000",
"06160-HKG","百济神州","2023-08-03","117","121.6","115.2","118.5","2126706",
"06161-HKG","泰加保险","2023-08-03","null","null","null","null","null",
"06162-HKG","天瑞汽车内饰","2023-08-03","0.17","0.17","0.152","0.157","344000",
"06163-HKG","彭顺国际","2023-08-03","null","null","null","0.4","0",
"06169-HKG","宇华教育","2023-08-03","0.95","0.97","0.94","0.96","8741500",
"06178-HKG","光大证券","2023-08-03","5.97","6.19","5.91","6.1","4479200",
"06182-HKG","乙德投资控股","2023-08-03","null","null","null","0.161","0",
"06185-HKG","康希诺生物","2023-08-03","28.35","29.45","28.25","29","1288004",
"06186-HKG","中国飞鹤","2023-08-03","4.64","4.76","4.6","4.73","15343218",
"06188-HKG","迪信通","2023-08-03","null","null","null","null","null",
"06189-HKG","爱得威建设集团","2023-08-03","null","null","null","null","null",
"06190-HKG","九江银行","2023-08-03","6.65","6.75","6.65","6.75","2600",
"06193-HKG","泰林科建","2023-08-03","null","null","null","0.24","0",
"06196-HKG","郑州银行","2023-08-03","0.99","1.01","0.99","1","6153000",
"06198-HKG","青岛港","2023-08-03","4.05","4.09","4.01","4.01","953000",
"06199-HKG","贵州银行","2023-08-03","1.9","1.9","1.9","1.9","217000",
"06288-HKG","FAST RETAIL-DRS","2023-08-03","19.2","19.2","19","19","8400",
"06600-HKG","赛生药业","2023-08-03","10.48","10.58","10","10.22","1140500",
"06601-HKG","朝云集团","2023-08-03","1.59","1.6","1.57","1.6","906000",
"06606-HKG","诺辉健康","2023-08-03","20.5","20.85","19.56","20.15","10734001",
"06608-HKG","百融云-W","2023-08-03","9.5","9.69","9.35","9.69","403500",
"06609-HKG","心玮医疗-Ｂ","2023-08-03","30.05","30.25","29.7","29.75","6650",
"06610-HKG","飞天云动","2023-08-03","1.68","1.69","1.66","1.69","5311000",
"06611-HKG","三巽集团","2023-08-03","0.114","0.114","0.113","0.114","9000",
"06616-HKG","环球新材国际","2023-08-03","4.58","4.65","4.53","4.62","1835000",
"06618-HKG","京东健康","2023-08-03","53.65","54.2","52.65","53.3","4758731",
"06622-HKG","兆科眼科-B","2023-08-03","3.85","3.89","3.82","3.87","172500",
"06623-HKG","陆控","2023-08-03","26","26.75","26","26.35","2200",
"06626-HKG","越秀服务","2023-08-03","3.15","3.22","3.1","3.14","927500",
"06628-HKG","创胜集团-B","2023-08-03","4","4.03","4","4.02","8500",
"06633-HKG","青瓷游戏","2023-08-03","null","null","null","5.25","0",
"06638-HKG","金融壹账通","2023-08-03","0.98","0.98","0.96","0.96","93000",
"06639-HKG","瑞尔集团","2023-08-03","8.26","8.5","8.12","8.24","435000",
"06655-HKG","华新水泥","2023-08-03","7.86","7.91","7.7","7.91","927000",
"06660-HKG","艾美疫苗","2023-08-03","50.3","51.7","49.65","50.9","86000",
"06661-HKG","湖州燃气","2023-08-03","null","null","null","5.4","0",
"06663-HKG","国际永胜集团","2023-08-03","null","null","null","0.385","0",
"06666-HKG","恒大物业","2023-08-03","1.46","1.55","1.13","1.21","472968967",
"06667-HKG","美因基因","2023-08-03","null","null","null","10.84","0",
"06668-HKG","星盛商业","2023-08-03","1.46","1.46","1.44","1.46","31000",
"06669-HKG","先瑞达医疗-Ｂ","2023-08-03","13.5","13.62","13.26","13.4","135000",
"06677-HKG","远洋服务","2023-08-03","1.45","1.45","1.42","1.45","212500",
"06680-HKG","金力永磁","2023-08-03","11.98","12.1","11.52","11.7","688600",
"06683-HKG","巨星传奇","2023-08-03","6.27","6.31","5.95","6.15","1414000",
"06686-HKG","诺亚控股","2023-08-03","null","null","null","226","0",
"06689-HKG","洪九果品","2023-08-03","14.48","14.82","14.38","14.64","2351700",
"06690-HKG","海尔智家","2023-08-03","24.85","25.2","24.65","24.85","7086034",
"06696-HKG","多想云","2023-08-03","0.35","0.36","0.35","0.35","140000",
"06698-HKG","星空华文","2023-08-03","126","128","120","121","731843",
"06699-HKG","时代天使","2023-08-03","72.6","73.7","70.65","71.9","646413",
"06805-HKG","金茂源环保","2023-08-03","null","null","null","0.88","0",
"06806-HKG","申万宏源","2023-08-03","1.63","1.67","1.62","1.65","18080800",
"06808-HKG","高鑫零售","2023-08-03","2.26","2.3","2.23","2.29","4363500",
"06811-HKG","太兴集团","2023-08-03","0.94","0.95","0.94","0.94","351000",
"06812-HKG","永顺控股香港","2023-08-03","0.234","0.234","0.234","0.234","35000",
"06816-HKG","瑞港建设","2023-08-03","0.35","0.35","0.35","0.35","2000",
"06818-HKG","中国光大银行","2023-08-03","2.27","2.31","2.24","2.27","11051500",
"06819-HKG","中智全球","2023-08-03","null","null","null","4.83","0",
"06820-HKG","友谊时光","2023-08-03","0.85","0.86","0.84","0.85","208000",
"06821-HKG","凯莱英","2023-08-03","97.1","101.6","96.5","101.1","237980",
"06822-HKG","科劲国际","2023-08-03","null","null","null","0.75","0",
"06823-HKG","香港电讯-SS","2023-08-03","9.08","9.23","9.08","9.1","9892260",
"06826-HKG","昊海生物科技","2023-08-03","33.7","34.65","33.55","34.4","99800",
"06828-HKG","北京燃气蓝天","2023-08-03","null","null","null","0.081","0",
"06829-HKG","龙升集团控股","2023-08-03","null","null","null","0.155","0",
"06830-HKG","华众车载","2023-08-03","2.38","2.41","2.35","2.35","2786000",
"06833-HKG","兴科蓉医药","2023-08-03","0.28","0.28","0.27","0.27","164000",
"06836-HKG","天韵国际控股","2023-08-03","2.97","3.11","2.94","3","1110000",
"06837-HKG","海通证券","2023-08-03","5.35","5.52","5.31","5.42","11908386",
"06838-HKG","盈利时","2023-08-03","1.1","1.1","1.07","1.07","26000",
"06839-HKG","云南水务","2023-08-03","0.236","0.255","0.236","0.255","83000",
"06855-HKG","亚盛医药-B","2023-08-03","22.95","23.1","22.25","22.6","792906",
"06858-HKG","本间高尔夫","2023-08-03","3.22","3.26","3.2","3.25","105500",
"06860-HKG","指尖悦动","2023-08-03","0.097","0.097","0.097","0.097","104000",
"06862-HKG","海底捞","2023-08-03","21.7","21.85","21.3","21.55","16299597",
"06865-HKG","福莱特玻璃","2023-08-03","22.4","23.1","22.2","22.95","4906796",
"06866-HKG","佐力小贷","2023-08-03","0.32","0.32","0.31","0.315","136000",
"06868-HKG","天福","2023-08-03","4.42","4.42","4.29","4.33","15000",
"06869-HKG","长飞光纤光缆","2023-08-03","11.68","11.86","11.66","11.7","820000",
"06877-HKG","CLSA PREMIUM","2023-08-03","null","null","null","null","null",
"06878-HKG","鼎丰集团汽车","2023-08-03","0.078","0.079","0.075","0.077","204264000",
"06880-HKG","腾邦控股","2023-08-03","null","null","null","null","null",
"06881-HKG","中国银河","2023-08-03","4.41","4.6","4.39","4.53","31145000",
"06882-HKG","东瀛游","2023-08-03","0.68","0.68","0.67","0.68","178000",
"06885-HKG","金马能源","2023-08-03","2.12","2.12","2.12","2.12","13000",
"06886-HKG","HTSC","2023-08-03","11.06","11.36","10.8","11.22","8355000",
"06888-HKG","英达公路再生科技","2023-08-03","null","null","null","0.18","0",
"06889-HKG","DYNAM JAPAN","2023-08-03","4.54","4.54","4.37","4.47","49000",
"06890-HKG","康利国际控股","2023-08-03","0.475","0.475","0.46","0.475","1520000",
"06893-HKG","衍生集团","2023-08-03","0.36","0.42","0.36","0.42","96000",
"06896-HKG","金嗓子","2023-08-03","2.61","2.69","2.58","2.66","69000",
"06898-HKG","中国铝罐","2023-08-03","null","null","null","0.55","0",
"06899-HKG","联众","2023-08-03","null","null","null","0.27","0",
"06900-HKG","上坤地产","2023-08-03","0.032","0.034","0.031","0.033","542000",
"06908-HKG","宏光半导体","2023-08-03","1.25","1.25","1.23","1.24","432000",
"06909-HKG","百得利控股","2023-08-03","2.52","2.61","2.52","2.61","10000",
"06913-HKG","华南职业教育","2023-08-03","0.68","0.76","0.66","0.69","948000",
"06918-HKG","奇士达","2023-08-03","0.8","0.86","0.75","0.8","628000",
"06919-HKG","人瑞人才","2023-08-03","null","null","null","4.17","0",
"06922-HKG","康沣生物-B","2023-08-03","null","null","null","17.02","400",
"06928-HKG","万马控股","2023-08-03","0.74","0.74","0.74","0.74","8000",
"06929-HKG","业聚医疗","2023-08-03","8.65","8.9","8.39","8.9","30500",
"06933-HKG","新娱科控股","2023-08-03","0.28","0.28","0.28","0.28","2000",
"06939-HKG","美佳音控股","2023-08-03","0.9","0.9","0.9","0.9","32000",
"06955-HKG","博安生物","2023-08-03","15.42","15.48","15.4","15.48","66800",
"06958-HKG","正荣服务","2023-08-03","null","null","null","0.315","0",
"06963-HKG","阳光保险","2023-08-03","4.25","4.29","4.25","4.29","741000",
"06966-HKG","中国万桐园","2023-08-03","null","null","null","0.44","0",
"06968-HKG","港龙中国地产","2023-08-03","0.4","0.415","0.38","0.405","41334000",
"06969-HKG","思摩尔国际","2023-08-03","8.27","8.48","8.22","8.4","6967120",
"06978-HKG","永泰生物-B","2023-08-03","3.96","3.98","3.96","3.98","12000",
"06979-HKG","珍酒李渡","2023-08-03","9.4","10.18","9.31","10.1","8120400",
"06988-HKG","乐享集团","2023-08-03","0.79","0.79","0.77","0.79","4211000",
"06989-HKG","卓越商企服务","2023-08-03","2.51","2.58","2.47","2.52","1194000",
"06990-HKG","科伦博泰生物-B","2023-08-03","71","73.85","69.55","72.85","113569",
"06993-HKG","蓝月亮集团","2023-08-03","3.87","3.96","3.87","3.95","381000",
"06996-HKG","德琪医药-B","2023-08-03","1.41","1.41","1.36","1.39","567000",
"06998-HKG","嘉和生物-B","2023-08-03","1.54","1.68","1.53","1.54","146500",
"06999-HKG","领地控股","2023-08-03","0.265","0.265","0.265","0.265","1000",
"07801-HKG","INTERRA ACQ-Z","2023-08-03","null","null","null","8.6","0",
"07827-HKG","VISION DEAL-Z","2023-08-03","null","null","null","9.9","0",
"07836-HKG","AQUILA ACQ-Z","2023-08-03","null","null","null","8.97","0",
"07841-HKG","汇德收购-Z","2023-08-03","null","null","null","10","0",
"08001-HKG","东方汇财证券","2023-08-03","null","null","null","0.295","0",
"08003-HKG","世大控股","2023-08-03","0.4","0.4","0.4","0.4","6000",
"08005-HKG","裕兴科技","2023-08-03","null","null","null","0.176","0",
"08006-HKG","华泰瑞银","2023-08-03","0.133","0.133","0.133","0.133","30000",
"08007-HKG","环球战略集团","2023-08-03","0.375","0.375","0.37","0.375","1250000",
"08009-HKG","华夏能源控股","2023-08-03","null","null","null","null","null",
"08011-HKG","百田石油","2023-08-03","null","null","null","null","null",
"08013-HKG","ECI TECH","2023-08-03","null","null","null","0.045","0",
"08017-HKG","捷利交易宝","2023-08-03","0.39","0.42","0.365","0.37","10968000",
"08018-HKG","汇财金融投资","2023-08-03","null","null","null","0.162","0",
"08019-HKG","皓文控股","2023-08-03","null","null","null","0.208","0",
"08020-HKG","宏海控股集团","2023-08-03","null","null","null","null","null",
"08021-HKG","汇隆控股","2023-08-03","0.053","0.056","0.053","0.053","8540000",
"08023-HKG","邝文记","2023-08-03","0.4","0.425","0.4","0.425","18000",
"08025-HKG","亚洲资产","2023-08-03","null","null","null","null","null",
"08026-HKG","朗华国际集团","2023-08-03","0.6","0.6","0.56","0.6","4000",
"08027-HKG","吉辉控股","2023-08-03","null","null","null","0.25","0",
"08028-HKG","天时软件","2023-08-03","0.022","0.022","0.022","0.022","24800",
"08029-HKG","帝国金融集团","2023-08-03","null","null","null","0.071","10000",
"08030-HKG","汇联金融服务","2023-08-03","null","null","null","0.49","0",
"08031-HKG","易通讯集团","2023-08-03","0.45","0.45","0.45","0.45","8000",
"08033-HKG","爱达利网络","2023-08-03","null","null","null","0.165","0",
"08035-HKG","骏高控股","2023-08-03","0.15","0.15","0.15","0.15","30000",
"08036-HKG","电子交易集团","2023-08-03","null","null","null","0.085","0",
"08037-HKG","中国生物科技服务","2023-08-03","0.65","0.66","0.65","0.66","85000",
"08039-HKG","中国来骑哦","2023-08-03","null","null","null","null","null",
"08040-HKG","快意智能","2023-08-03","0.58","0.59","0.56","0.59","520000",
"08041-HKG","荟萃国际(控股)","2023-08-03","0.25","0.25","0.247","0.249","420000",
"08042-HKG","高奥士国际","2023-08-03","0.053","0.053","0.052","0.052","220000",
"08043-HKG","ATLINKS","2023-08-03","0.196","0.225","0.196","0.198","160000",
"08045-HKG","南大苏富特","2023-08-03","0.098","0.098","0.095","0.095","31500",
"08047-HKG","中国海洋发展","2023-08-03","null","null","null","null","null",
"08048-HKG","御德国际控股","2023-08-03","null","null","null","0.022","0",
"08049-HKG","吉林长龙药业","2023-08-03","1.34","1.34","1.28","1.3","144000",
"08050-HKG","量子思维","2023-08-03","0.155","0.155","0.155","0.155","10000",
"08051-HKG","讯智海","2023-08-03","null","null","null","4.2","0",
"08052-HKG","陆庆娱乐","2023-08-03","null","null","null","0.165","40000",
"08053-HKG","比优集团","2023-08-03","0.355","0.355","0.345","0.355","820000",
"08056-HKG","生活概念","2023-08-03","null","null","null","null","null",
"08057-HKG","麦迪森控股","2023-08-03","0.315","0.345","0.315","0.335","1512000",
"08059-HKG","朝威控股","2023-08-03","null","null","null","0.017","0",
"08060-HKG","国联通信","2023-08-03","null","null","null","0.051","0",
"08062-HKG","俊盟国际","2023-08-03","0.227","0.238","0.226","0.233","65000",
"08063-HKG","环球大通集团","2023-08-03","0.06","0.07","0.054","0.066","490000",
"08065-HKG","高萌科技","2023-08-03","null","null","null","0.143","0",
"08066-HKG","品创控股","2023-08-03","0.046","0.05","0.046","0.048","330000",
"08067-HKG","东方大学城控股","2023-08-03","null","null","null","0.5","0",
"08069-HKG","纵横游控股","2023-08-03","0.114","0.116","0.111","0.116","4890000",
"08070-HKG","侨洋国际控股","2023-08-03","null","null","null","0.24","0",
"08071-HKG","中彩网通控股","2023-08-03","0.029","0.029","0.027","0.029","580000",
"08072-HKG","罗马元宇宙集团","2023-08-03","0.047","0.047","0.044","0.047","140000",
"08073-HKG","兴业新材料","2023-08-03","0.194","0.2","0.194","0.2","8000",
"08076-HKG","新利软件","2023-08-03","null","null","null","0.018","0",
"08078-HKG","中国创意数码","2023-08-03","null","null","null","null","null",
"08079-HKG","仍志集团控股","2023-08-03","0.056","0.068","0.054","0.059","8625000",
"08080-HKG","北亚策略","2023-08-03","0.32","0.32","0.3","0.3","72000",
"08081-HKG","恒泰裕集团","2023-08-03","0.102","0.102","0.093","0.099","305520",
"08082-HKG","YEAH YEAH GROUP","2023-08-03","0.031","0.031","0.031","0.031","100000",
"08083-HKG","中国有赞","2023-08-03","0.154","0.155","0.148","0.152","60664000",
"08087-HKG","中国三三传媒","2023-08-03","null","null","null","0.15","0",
"08091-HKG","奥传思维控股","2023-08-03","null","null","null","0.029","0",
"08092-HKG","ITE HOLDINGS","2023-08-03","null","null","null","0.028","0",
"08093-HKG","万星控股","2023-08-03","0.131","0.21","0.131","0.132","750000",
"08095-HKG","北大青鸟环宇","2023-08-03","0.405","0.405","0.39","0.4","163000",
"08096-HKG","赏之味","2023-08-03","0.201","0.214","0.2","0.214","60000",
"08098-HKG","昌利控股","2023-08-03","0.048","0.05","0.048","0.05","30000",
"08100-HKG","智易控股","2023-08-03","null","null","null","0.18","0",
"08103-HKG","HMVOD视频","2023-08-03","0.475","0.475","0.475","0.475","39000",
"08106-HKG","升华兰德","2023-08-03","null","null","null","0.054","0",
"08107-HKG","威诚国际控股","2023-08-03","null","null","null","6","0",
"08111-HKG","中国科技产业集团","2023-08-03","null","null","null","0.088","0",
"08112-HKG","基石金融","2023-08-03","null","null","null","0.375","0",
"08113-HKG","扬宇科技","2023-08-03","0.135","0.135","0.131","0.135","100800",
"08115-HKG","上海青浦消防","2023-08-03","null","null","null","0.355","0",
"08117-HKG","中国基础能源","2023-08-03","null","null","null","0.055","0",
"08118-HKG","濠亮环球","2023-08-03","0.26","0.26","0.26","0.26","416000",
"08120-HKG","国农金融投资","2023-08-03","0.128","0.131","0.128","0.131","160000",
"08121-HKG","国恩控股","2023-08-03","0.198","0.209","0.195","0.205","3452000",
"08123-HKG","华亿金控","2023-08-03","0.01","0.01","0.01","0.01","24000",
"08125-HKG","仁德资源","2023-08-03","0.056","0.064","0.056","0.06","488000",
"08126-HKG","G.A.控股","2023-08-03","null","null","null","0.145","0",
"08128-HKG","中国恒有源集团","2023-08-03","null","null","null","null","null",
"08130-HKG","大地国际集团","2023-08-03","null","null","null","0.014","0",
"08131-HKG","辰罡科技","2023-08-03","null","null","null","0.044","0",
"08132-HKG","百能国际能源","2023-08-03","0.12","0.12","0.11","0.12","300000",
"08133-HKG","所罗门环球控股","2023-08-03","null","null","null","0.88","2150",
"08136-HKG","英马斯集团","2023-08-03","0.034","0.034","0.034","0.034","340000",
"08137-HKG","洪桥集团","2023-08-03","0.36","0.36","0.355","0.36","414000",
"08139-HKG","长安仁恒","2023-08-03","null","null","null","1.06","0",
"08140-HKG","人和科技","2023-08-03","0.088","0.089","0.088","0.088","140000",
"08143-HKG","金威医疗","2023-08-03","null","null","null","0.042","0",
"08146-HKG","怡园酒业","2023-08-03","0.18","0.18","0.18","0.18","110000",
"08147-HKG","汇思太平洋","2023-08-03","null","null","null","0.138","0",
"08148-HKG","奥栢中国","2023-08-03","0.089","0.092","0.085","0.087","5046000",
"08149-HKG","浩德控股","2023-08-03","null","null","null","0.141","0",
"08150-HKG","无缝绿色","2023-08-03","null","null","null","null","null",
"08151-HKG","宝申控股","2023-08-03","null","null","null","null","null",
"08152-HKG","明梁控股","2023-08-03","null","null","null","0.051","0",
"08153-HKG","嘉鼎国际集团","2023-08-03","0.122","0.122","0.12","0.122","640000",
"08156-HKG","国药科技股份","2023-08-03","0.01","0.011","0.01","0.011","13255000",
"08158-HKG","中国再生医学","2023-08-03","0.081","0.091","0.081","0.091","65000",
"08159-HKG","新华联合投资","2023-08-03","null","null","null","null","null",
"08160-HKG","GOLDWAY EDU","2023-08-03","0.052","0.059","0.052","0.059","132000",
"08161-HKG","医汇集团","2023-08-03","0.335","0.335","0.335","0.335","4000",
"08162-HKG","港银控股","2023-08-03","null","null","null","null","null",
"08163-HKG","声扬集团","2023-08-03","null","null","null","0.105","50",
"08166-HKG","中国农业生态","2023-08-03","null","null","null","null","null",
"08167-HKG","中国新电信","2023-08-03","0.054","0.054","0.051","0.052","44000",
"08168-HKG","宝积资本","2023-08-03","0.228","0.247","0.211","0.225","13490000",
"08169-HKG","环康集团","2023-08-03","0.034","0.034","0.034","0.034","20000",
"08170-HKG","全民国际","2023-08-03","null","null","null","null","null",
"08172-HKG","拉近网娱","2023-08-03","0.108","0.109","0.108","0.108","2320000",
"08173-HKG","客思控股","2023-08-03","null","null","null","0.44","0",
"08176-HKG","超人智能","2023-08-03","null","null","null","0.25","0",
"08178-HKG","中国信息科技","2023-08-03","3.48","3.73","3.43","3.43","357750",
"08179-HKG","百利达集团控股","2023-08-03","0.122","0.122","0.12","0.12","1248000",
"08181-HKG","时时服务","2023-08-03","null","null","null","0.053","0",
"08186-HKG","曼妠","2023-08-03","0.305","0.305","0.305","0.305","10000",
"08187-HKG","积木集团","2023-08-03","0.22","0.227","0.22","0.223","40000",
"08188-HKG","骏杰集团控股","2023-08-03","null","null","null","0.087","0",
"08189-HKG","泰达生物","2023-08-03","null","null","null","0.069","0",
"08191-HKG","鸿伟亚洲","2023-08-03","null","null","null","null","null",
"08193-HKG","亚太金融投资","2023-08-03","null","null","null","0.16","0",
"08195-HKG","传承教育集团","2023-08-03","1.97","2.13","1.97","2.08","3001034",
"08196-HKG","中国天亿福","2023-08-03","1.2","1.3","1.1","1.3","636000",
"08198-HKG","加幂科技","2023-08-03","null","null","null","0.43","0",
"08200-HKG","修身堂","2023-08-03","null","null","null","0.69","500",
"08201-HKG","宝联控股","2023-08-03","null","null","null","0.053","0",
"08203-HKG","凯顺控股","2023-08-03","null","null","null","0.195","0",
"08205-HKG","交大慧谷","2023-08-03","null","null","null","0.15","0",
"08206-HKG","神通机器人教育","2023-08-03","0.033","0.033","0.029","0.031","3000",
"08208-HKG","WMCH GLOBAL","2023-08-03","null","null","null","0.051","0",
"08210-HKG","衍汇亚洲","2023-08-03","null","null","null","0.043","0",
"08211-HKG","浙江永安","2023-08-03","null","null","null","0.064","0",
"08213-HKG","荣晖控股","2023-08-03","0.39","0.39","0.33","0.33","166250",
"08215-HKG","FIRST CREDIT","2023-08-03","null","null","null","null","null",
"08217-HKG","联旺集团","2023-08-03","0.203","0.219","0.195","0.195","74375",
"08218-HKG","毅高国际控股","2023-08-03","null","null","null","0.175","0",
"08219-HKG","恒伟集团控股","2023-08-03","0.31","0.31","0.275","0.29","320000",
"08220-HKG","比高集团","2023-08-03","0.285","0.29","0.285","0.29","180000",
"08221-HKG","PF GROUP","2023-08-03","null","null","null","null","null",
"08222-HKG","壹照明","2023-08-03","null","null","null","0.039","0",
"08223-HKG","紫元元","2023-08-03","1.48","1.48","1.32","1.36","324000",
"08225-HKG","中国医疗集团","2023-08-03","0.173","0.198","0.172","0.191","120000",
"08226-HKG","树熊金融集团","2023-08-03","0.146","0.176","0.146","0.157","240000",
"08227-HKG","海天天线","2023-08-03","0.365","0.365","0.365","0.365","5000",
"08228-HKG","国艺集团控股","2023-08-03","null","null","null","null","null",
"08229-HKG","未来数据集团","2023-08-03","0.95","0.95","0.9","0.94","110000",
"08232-HKG","CLASSIFIED GP","2023-08-03","null","null","null","0.025","0",
"08237-HKG","华星控股","2023-08-03","null","null","null","null","null",
"08238-HKG","惠陶集团","2023-08-03","3.12","3.77","3.08","3.55","8408976",
"08239-HKG","首都金融控股","2023-08-03","0.61","0.66","0.61","0.65","1939160",
"08241-HKG","英记茶庄集团","2023-08-03","null","null","null","0.215","0",
"08245-HKG","善裕集团控股","2023-08-03","0.115","0.122","0.112","0.112","2560000",
"08246-HKG","中华燃气","2023-08-03","0.12","0.12","0.12","0.12","360000",
"08247-HKG","中生北控生物科技","2023-08-03","0.52","0.6","0.52","0.6","12000",
"08249-HKG","瑞远智控","2023-08-03","null","null","null","0.08","0",
"08250-HKG","丝路能源","2023-08-03","0.199","0.199","0.19","0.19","366000",
"08257-HKG","靖洋集团","2023-08-03","null","null","null","0.113","0",
"08262-HKG","宏强控股","2023-08-03","null","null","null","0.178","0",
"08267-HKG","蓝港互动","2023-08-03","null","null","null","0.238","0",
"08268-HKG","智城发展控股","2023-08-03","null","null","null","0.445","0",
"08269-HKG","富誉控股","2023-08-03","null","null","null","0.149","61499",
"08270-HKG","中国煤层气","2023-08-03","null","null","null","0.63","0",
"08271-HKG","环球数码创意","2023-08-03","0.079","0.083","0.079","0.083","4000",
"08275-HKG","中国新消费集团","2023-08-03","0.415","0.415","0.375","0.395","1490000",
"08277-HKG","骏东控股","2023-08-03","null","null","null","0.101","0",
"08279-HKG","亚博科技控股","2023-08-03","0.25","0.25","0.25","0.25","244000",
"08280-HKG","中国数字视频","2023-08-03","null","null","null","0.033","0",
"08281-HKG","中国金典集团","2023-08-03","null","null","null","0.18","0",
"08282-HKG","智傲控股","2023-08-03","0.2","0.2","0.2","0.2","12000",
"08283-HKG","中食民安","2023-08-03","0.189","0.191","0.189","0.189","110000",
"08285-HKG","森浩集团","2023-08-03","null","null","null","0.049","0",
"08286-HKG","长城微光","2023-08-03","null","null","null","null","null",
"08287-HKG","元宇宙云科","2023-08-03","null","null","null","null","null",
"08290-HKG","亚势备份","2023-08-03","null","null","null","0.019","0",
"08291-HKG","万成金属包装","2023-08-03","null","null","null","0.208","0",
"08292-HKG","盛良物流","2023-08-03","0.09","0.094","0.08","0.094","2010000",
"08293-HKG","星亚控股","2023-08-03","null","null","null","0.02","0",
"08295-HKG","金慧科技","2023-08-03","0.055","0.066","0.047","0.052","7920000",
"08296-HKG","中国生命集团","2023-08-03","0.14","0.14","0.14","0.14","36000",
"08297-HKG","海纳星空科技","2023-08-03","0.405","0.405","0.37","0.37","3400000",
"08299-HKG","大唐潼金","2023-08-03","0.12","0.12","0.108","0.11","28256000",
"08300-HKG","皇玺集团","2023-08-03","null","null","null","0.024","0",
"08302-HKG","STOCK8302","2023-08-03","0","0","0","0","0",
"08303-HKG","STOCK8303","2023-08-03","0","0","0","0","0",
"08304-HKG","STOCK8304","2023-08-03","0","0","0","0","0",
"08305-HKG","棠记控股","2023-08-03","0.071","0.071","0.071","0.071","1420000",
"08307-HKG","密迪斯肌","2023-08-03","0.148","0.148","0.148","0.148","8000",
"08308-HKG","古兜控股","2023-08-03","null","null","null","null","null",
"08309-HKG","万成环球控股","2023-08-03","null","null","null","0.082","0",
"08310-HKG","大丰港","2023-08-03","0.192","0.192","0.191","0.191","70000",
"08311-HKG","圆美光电","2023-08-03","null","null","null","0.135","10000",
"08313-HKG","杰地集团","2023-08-03","0.056","0.056","0.056","0.056","20000",
"08315-HKG","长城汇理","2023-08-03","null","null","null","0.187","0",
"08316-HKG","中国红包","2023-08-03","1.04","1.27","1.04","1.18","934000",
"08317-HKG","财华社集团","2023-08-03","0.097","0.1","0.097","0.1","220000",
"08319-HKG","思博系统","2023-08-03","null","null","null","0.116","0",
"08320-HKG","沛然环保","2023-08-03","null","null","null","0.101","0",
"08321-HKG","泰锦控股","2023-08-03","null","null","null","0.21","0",
